p,ARI_mean,ARI_std,Precision_mean,Precision_std,Recall_mean,Recall_std
27,0.14040906377011092,0.20710066595603635,0.7262068965517245,0.06979160418179772,0.6793103448275865,0.10734056838809228
28,0.13156129720087809,0.19562758592234963,0.7255172413793107,0.0650473165382157,0.6717241379310346,0.10953148521981698
29,0.12060619053045858,0.19174491180788106,0.7234482758620693,0.06413793103448273,0.6613793103448277,0.11049343441468137
30,0.10848390781621459,0.18780040021612648,0.717931034482759,0.06271313243480962,0.6544827586206899,0.10605676805343708
31,0.10892592761365728,0.16162606490902884,0.7200000000000003,0.05281155784572866,0.6579310344827589,0.10295052665896329
32,0.09603857386452422,0.15547048621618276,0.7151724137931038,0.05011757875592872,0.6455172413793107,0.10299671560052123
33,0.1337887309533549,0.2096307361363513,0.728275862068966,0.0698699318174562,0.6648275862068967,0.11745214321289849
34,0.1357354563789628,0.22701667649677126,0.7296551724137934,0.07534620846205607,0.6641379310344828,0.12119303888997278
35,0.09279698783502517,0.18146625030484212,0.7172413793103452,0.05892416376081057,0.6372413793103447,0.10996486305100553
36,0.07650840599140574,0.17782834707950945,0.7124137931034487,0.05712493348932086,0.624137931034483,0.10711879011730392
37,0.07120652144609858,0.1510810007582831,0.7103448275862072,0.04827586206896551,0.626896551724138,0.0977000676072629
38,0.06883606156172725,0.14800546933027076,0.7089655172413797,0.04786028020109647,0.6262068965517242,0.09737579362605679
39,0.05589446968603814,0.11816012824375335,0.704137931034483,0.03655172413793102,0.6213793103448276,0.08488363721486734
40,0.09102522329486729,0.1725346725617408,0.717241379310345,0.05473968229788805,0.6372413793103449,0.10931415200592864
41,0.12445540907281298,0.2024677700231072,0.7262068965517245,0.06736416728857231,0.66,0.1172434076903644
42,0.12457376338333141,0.20344199690501166,0.7262068965517247,0.0680665548257746,0.6682758620689655,0.11701601057155914
43,0.1730759667203487,0.2273686477066449,0.7413793103448277,0.07779664946674815,0.713103448275862,0.11813855506407644
44,0.11924078318408583,0.19476221172289018,0.7255172413793107,0.06319288931837411,0.713103448275862,0.11043961446116406
45,0.0986063549381288,0.2139859054077568,0.7262068965517244,0.06665437857421926,0.737241379310345,0.11475870358087195
46,0.038442290760194744,0.09512549356914965,0.7020689655172417,0.026495686499722126,0.8717241379310343,0.06758620689655172
47,0.061077882251382,0.09967264719766694,0.7041379310344831,0.030132485896487562,0.7393103448275862,0.10798335186786118
48,0.07246131933067977,0.10788790568227617,0.7041379310344831,0.03454477182446398,0.6862068965517243,0.07594039843291461
49,0.08709135052638249,0.12850664991324465,0.7089655172413797,0.04204069145966392,0.7020689655172415,0.07388006477705976
50,0.09853429272529214,0.11574242755100247,0.711034482758621,0.03894567697515998,0.6944827586206896,0.07067199106468115
51,0.08401474889891634,0.11343457179397429,0.7103448275862074,0.03583553394970091,0.7055172413793105,0.0752988496974227
52,0.0749710463068938,0.1426996731261538,0.7117241379310348,0.045097331653163625,0.7282758620689657,0.08520521495989243
53,0.1112661859083754,0.20177934827031632,0.7262068965517244,0.06484592550574624,0.7386206896551726,0.10415619844347904
54,0.1306170435681713,0.23131184619981726,0.7365517241379312,0.0725810875416434,0.7931034482758622,0.10882575060730691
55,0.09371379453962468,0.08851618318983102,0.7137931034482763,0.015801985155020088,0.7868965517241381,0.0667542033306276
56,0.05866251990587161,0.10170534795202874,0.707586206896552,0.02945400897112086,0.8503448275862069,0.08119499876235617
57,-0.04462893654644576,0.018804162883508665,0.6896551724137935,3.3306690738754696e-16,0.9296551724137929,0.07297320864226918
58,0.01191704759371603,0.08501112298401156,0.6972413793103452,0.019856800067431676,0.8303448275862069,0.13352265591757004
59,0.006664398563457978,0.09391077446516356,0.6979310344827588,0.02631556417701919,0.8441379310344828,0.11586206896551723
60,0.02569883488428907,0.09984546558444414,0.7020689655172417,0.027378528608660965,0.8289655172413791,0.12451284381886898
61,0.023974545181800856,0.15240200748955626,0.7034482758620694,0.04574654883248826,0.8337931034482757,0.11177733939781236
